size,puzzle_idx,correct,response_time,tokens
4,0,True,2.855827808380127,994
4,1,True,5.038145065307617,1034
4,2,True,8.995331048965454,1099
4,3,True,5.861703157424927,1040
4,4,True,13.31332516670227,1218
4,5,False,8.133127212524414,1110
4,6,True,6.069634675979614,1001
4,7,False,5.191247940063477,1027
4,8,True,7.2254838943481445,1049
4,9,True,11.35812783241272,1126
4,10,False,4.942995309829712,1041
4,11,False,6.597424030303955,1042
4,12,True,4.917887926101685,1025
4,13,True,6.839716911315918,1031
4,14,True,3.592280149459839,995
4,15,True,3.5468080043792725,995
4,16,True,12.10778522491455,1153
4,17,True,6.397168159484863,1064
4,18,True,5.7930097579956055,1039
4,19,False,18.93515706062317,1377
4,20,False,10.831254959106445,1121
4,21,True,3.693559169769287,1002
4,22,False,3.422027111053467,1002
4,23,True,4.362344980239868,1028
4,24,True,4.472425937652588,1030
4,25,True,4.78200888633728,1042
4,26,False,11.076074123382568,1186
4,27,True,4.383624315261841,1027
4,28,False,5.031012058258057,1047
4,29,True,12.186415195465088,1081
4,30,True,6.428528070449829,1062
4,31,True,8.193727970123291,1080
4,32,True,6.335652828216553,1084
4,33,False,4.719473838806152,1030
4,34,True,4.970702171325684,1039
4,35,True,4.751177072525024,1011
4,36,True,3.771641731262207,1001
4,37,True,3.3921890258789062,994
4,38,False,3.0280351638793945,1002
4,39,True,7.751029014587402,1140
4,40,True,7.264333963394165,1106
4,41,True,4.60150408744812,1032
4,42,True,8.316601753234863,1126
4,43,True,5.4534852504730225,1029
4,44,True,8.738539934158325,1079
4,45,True,3.917351007461548,1005
4,46,False,15.191823720932007,1323
4,47,False,8.565872192382812,1121
4,48,False,3.477444887161255,999
4,49,True,3.8882369995117188,1038
4,50,False,3.869952917098999,1029
4,51,True,7.768244028091431,1122
4,52,True,5.543666124343872,1025
4,53,True,6.648614883422852,1077
4,54,True,4.3988237380981445,1048
4,55,True,7.134929895401001,1121
4,56,True,4.278703212738037,1033
4,57,True,8.035090208053589,1118
4,58,True,4.979115009307861,1036
4,59,True,5.761488914489746,1074
4,60,True,3.111570119857788,1001
4,61,True,4.222048997879028,1034
4,62,False,7.8027660846710205,1122
4,63,False,5.133080005645752,1056
4,64,True,12.245872974395752,1184
4,65,False,8.830820083618164,1153
4,66,True,5.404268980026245,1074
4,67,True,7.7253570556640625,1133
4,68,False,2.9837660789489746,1007
4,69,True,3.904115915298462,1008
4,70,True,5.784269094467163,1092
4,71,False,12.419689893722534,1224
4,72,True,4.996435880661011,1048
4,73,False,7.573706150054932,1110
4,74,False,7.7204320430755615,1094
4,75,False,6.590552091598511,1071
4,76,True,6.403260231018066,1085
4,77,False,4.83585786819458,1046
4,78,True,7.50697922706604,1109
4,79,True,6.89563512802124,1089
4,80,True,3.0080549716949463,994
4,81,False,6.858802080154419,1030
4,82,True,10.837782144546509,1143
4,83,True,15.289645195007324,1108
4,84,False,5.348442792892456,1033
4,85,False,18.058132886886597,1264
4,86,True,5.177082061767578,1031
4,87,True,3.902726888656616,1000
4,88,False,8.020183801651001,1110
4,89,False,4.745262861251831,1029
4,90,True,6.078094959259033,1069
4,91,True,2.5783133506774902,994
4,92,True,5.5865092277526855,1041
4,93,True,3.6253461837768555,1021
4,94,False,9.445708990097046,1143
4,95,True,3.5239779949188232,1010
4,96,False,5.77734899520874,1072
4,97,False,2.275689125061035,981
4,98,True,4.545719861984253,1051
4,99,True,4.332719802856445,1049
