size,puzzle_idx,correct,response_time,tokens
4,0,False,5.252482891082764,1081
4,1,False,4.331981897354126,1028
4,2,True,4.185268878936768,1034
4,3,True,3.863433837890625,1034
4,4,True,4.541606903076172,1052
4,5,True,4.6934638023376465,1110
4,6,True,7.076390027999878,1191
4,7,True,3.5783841609954834,1048
4,8,True,3.438098907470703,1039
4,9,True,4.053379774093628,1024
4,10,True,3.9920828342437744,1027
4,11,True,3.511881113052368,1028
4,12,True,3.2838540077209473,1027
4,13,True,4.093496799468994,1064
4,14,True,3.2262868881225586,1032
4,15,True,3.593186855316162,1033
4,16,True,2.4838221073150635,995
4,17,True,3.522536039352417,1077
4,18,True,3.037834882736206,1027
4,19,True,5.151865243911743,1109
4,20,True,4.340831995010376,1081
4,21,False,2.8920769691467285,1025
4,22,True,3.147995948791504,1033
4,23,True,8.87636399269104,1044
4,24,True,3.3925702571868896,1041
4,25,True,4.33423113822937,1043
4,26,True,7.072840213775635,1194
4,27,False,2.6713669300079346,1027
4,28,True,6.248054027557373,1211
4,29,False,3.8884289264678955,1030
4,30,False,4.401013135910034,1087
4,31,True,3.5083189010620117,1029
4,32,True,2.494166135787964,1000
4,33,True,3.2966437339782715,1031
4,34,True,3.4220120906829834,1072
4,35,False,4.169363021850586,1102
4,36,True,2.4436910152435303,1012
4,37,True,2.77579402923584,1019
4,38,True,2.877932071685791,1029
4,39,True,3.1348228454589844,1029
4,40,True,3.7670490741729736,1034
4,41,True,8.074115991592407,1178
4,42,True,2.9935617446899414,1000
4,43,False,4.2417237758636475,1023
4,44,True,3.894455671310425,1061
4,45,False,4.509298086166382,1065
4,46,False,3.2388861179351807,1037
4,47,True,8.021065950393677,1010
4,48,True,5.655611753463745,1121
4,49,True,2.7943320274353027,1006
4,50,True,16.400472164154053,1128
4,51,True,3.8646209239959717,1058
4,52,True,4.655590295791626,1030
4,53,True,3.858853816986084,1052
4,54,True,3.1753339767456055,1027
4,55,True,2.4217426776885986,1000
4,56,True,3.9413280487060547,1066
4,57,True,2.9864180088043213,1028
4,58,False,3.104353904724121,1031
4,59,True,4.552380084991455,1087
4,60,False,2.472132921218872,1004
4,61,True,4.246561050415039,1034
4,62,False,3.999530076980591,1052
4,63,True,5.941609144210815,1129
4,64,False,2.2581589221954346,995
4,65,True,4.293761968612671,1054
4,66,False,7.075904130935669,1128
4,67,True,3.3857626914978027,1051
4,68,False,5.131216049194336,1136
4,69,True,2.870605945587158,1011
4,70,True,3.5978000164031982,1023
4,71,True,5.041779041290283,1057
4,72,True,3.024576187133789,999
4,73,True,3.4491519927978516,1006
4,74,False,5.3075151443481445,1031
4,75,True,10.13469910621643,1158
4,76,True,4.340824842453003,1034
4,77,True,5.789700031280518,1103
4,78,True,4.391286849975586,1031
4,79,False,2.7244772911071777,1004
4,80,True,3.255641222000122,1027
4,81,True,3.644650936126709,1021
4,82,False,4.2069642543792725,1036
4,83,True,3.5274150371551514,1014
4,84,True,4.108298063278198,1024
4,85,True,2.7779550552368164,995
4,86,False,4.298728942871094,1040
4,87,True,4.716825008392334,1042
4,88,True,5.651109218597412,1063
4,89,False,5.848948955535889,1112
4,90,False,3.9268810749053955,1015
4,91,True,3.7502150535583496,1024
4,92,False,4.461472034454346,1025
4,93,True,6.619168043136597,1116
4,94,True,5.227675199508667,1001
4,95,False,7.921254873275757,1127
4,96,False,4.6168999671936035,1037
4,97,True,5.100470066070557,1044
4,98,True,17.259668111801147,1354
4,99,True,3.5318939685821533,1014
